Accession,110714_yeast_ups1_2fmol_r1,110714_yeast_ups1_2fmol_r2,110714_yeast_ups1_2fmol_r3,110714_yeast_ups1_4fmol_r2,110714_yeast_ups1_4fmol_r3,110714_yeast_ups1_4fmol_r4,110616_yeast_ups_10fmol,110616_yeast_ups_10fmol_r2,110616_yeast_ups_10fmol_r3,110618_yeast_ups_25fmol_r1,110618_yeast_ups_25fmol_r2,110618_yeast_ups_25fmol_r3,110618_yeast_ups_50fmol_r1,110618_yeast_ups_50fmol_r2,110618_yeast_ups_50fmol_r3
P32457,"15169,73025","14258,21784","10888,05004","17637,54262","18770,52513","10997,2696","5756,316663","3628,188374","3801,935541","5602,83122","3779,03782","4027,010733","1912,176166","2472,087309","3208,900131"
P32485,"12509,01556","12378,29103","8586,455281","13844,18491","13737,379","14420,59959","5726,726414","4740,483591","5569,139931","4689,807766","2792,932292","3212,05286","2183,042138","1867,278478","2206,409526"
P32505,"17269,27517","14390,58277","11452,96127","15817,24538","18113,70865","18922,93174","5661,200477","4292,073157","2385,61393","3160,184019","4439,349013","4871,065666","6492,375257","4952,042526","5021,681357"
P32602,"19757,88986","15536,57743","13666,35805","17854,2008","22105,26216","7534,336217","9708,682063","5368,444294","2205,144362","11336,26367","9946,662445","15725,95266","13628,68718","7793,340553","9770,658117"
P32604,"4491,497626","10435,56755","8105,798292","7161,437002","7176,350977","5107,05584","9136,681493","8473,215148","7909,207896","17569,2606","15839,40467","23117,48118","26035,01981","17636,40134","17955,23062"
P32611,"54291,40969","49888,05577","42094,79523","63655,98128","76471,39123","57531,3738","23000,43585","16215,30179","8232,211475","15316,94004","17199,65606","23505,39138","18518,13446","13782,08212","11596,4683"
P32795,"33530,06332","23894,39702","20456,12681","30793,54301","38131,16479","32390,46024","13426,19757","9451,750147","9370,319387","9338,605051","6024,345162","7526,303072","4250,039093","4480,062019","6776,292079"
P32902,"36894,09309","33681,28945","27379,76324","39291,9492","44645,72213","37086,49785","13141,0326","11833,66514","11374,40965","11664,79625","8749,978038","10886,9071","10039,69452","9145,742272","9791,821529"
P32911,"13395,31123","2528,702395","3457,216364","10405,43898","16478,07869","8770,685762","15605,36625","7115,709367","302,7187716","7309,735039","10142,02046","24754,89384","27850,78481","10260,93071","17263,08403"
P33322,"459835,1076","385996,194","328240,1649","468390,1764","500932,1597","412226,0149","198679,9555","139539,2634","138083,8482","149081,2922","86928,87389","111804,6569","105325,817","87156,4814","110424,4117"
P33338,"21757,19971","17489,08259","15725,97758","21602,99595","25883,68843","15569,35434","9641,32201","7227,572615","10435,47462","7191,232261","5810,153331","6715,80593","8700,44279","4820,116553","6742,60427"
P33401,"3411,194124","2331,258035","2327,782529","4227,267639","4228,910003","2969,205569","888,1553249","228,5356392","136,4736113","837,2087846","1513,522329","966,3319951","4680,168178","7461,607964","242,2376026"
P33421,"705472,7459","561026,0802","605743,1429","870429,8039","893134,3377","846716,5616","312092,2101","230937,9968","259121,3339","272044,785","199756,6707","241720,2109","230165,1754","189620,0419","229481,7734"
P33767,"33602,49542","28948,2298","25124,99077","32415,60568","40823,17741","24987,87286","16689,83206","10703,29725","9449,182071","10234,85391","11716,12592","18167,92874","16742,79317","9880,043266","14958,12895"
P34160,"21045,1165","17254,18679","10783,25545","22661,29356","18925,19483","15951,58149","6080,727003","4514,288886","3948,322124","4880,457464","1950,276549","2042,348707","1749,425741","1054,873068","1314,640182"
P35176,"105383,5534","97727,09088","84630,13275","122045,8255","139031,3156","113269,2894","63157,26602","48596,24901","44782,74712","51118,25929","38569,78068","46008,66677","37589,78254","31923,61691","37466,2144"
P35191,"35228,75664","41190,77596","31380,25124","41179,7053","53974,16876","39835,01264","21391,85506","21113,45133","10118,75744","18134,44825","19396,9577","30414,17985","29125,71785","15088,31732","20183,1004"
P36047,"10881,37746","10737,81374","1738,361965","4508,42496","7766,852286","2601,681166","5416,253496","3013,970336","4310,028982","4479,871971","3623,364509","3747,559979","7510,460895","4589,549599","5908,637442"
P36156,"69523,31605","68160,77339","56364,05937","82494,96702","91876,30034","71630,87891","35407,25786","29325,10853","27354,0951","25680,51174","18794,48732","25670,98211","20382,55376","19120,31148","30959,56767"
P36421,"150903,2538","115773,4791","104848,5725","146147,0385","158094,8142","146995,3664","122890,1228","52262,78828","55226,99511","43873,18424","31086,32345","46947,74199","41798,5027","41177,87329","41745,24246"
P36527,"16325,54103","17356,3734","16504,87083","24080,32645","32435,10373","15823,41904","9856,104343","8250,335996","2772,704498","8152,440187","9137,738046","12007,56934","16840,22305","8647,031351","14224,57986"
P36528,"14664,02301","16357,99473","12601,65967","16116,40453","21150,10873","17084,62592","4246,696209","2747,774136","2649,656452","5620,628737","1872,511267","2971,616266","4205,784443","1391,896921","1929,374205"
P36534,"38471,7147","34352,02611","28511,94337","45006,44288","55029,02581","34696,17279","17553,61916","12968,88302","7574,790191","13235,02046","11462,81145","17578,33443","12328,87704","9313,384383","12050,55744"
P38067,"38748,29136","47729,81102","31717,29543","46748,29084","59991,90466","43241,0683","11033,2961","11912,64412","7893,150251","9784,12733","7728,046931","9480,525272","6756,57279","5115,041251","7699,068805"
P38120,"105248,4746","106614,2425","92583,09921","110532,4572","122949,3071","100239,1941","31474,58637","34456,14195","21018,51837","30486,9367","26535,92549","35255,97916","25403,95454","21071,27617","24883,66972"
P38197,"24507,70651","20116,13321","16377,48183","32458,38415","42973,1109","22900,12703","22290,89747","13084,25582","4050,75088","14175,94158","15459,24561","26543,89134","19957,24957","12122,1766","17991,68133"
P38205,"20418,50194","15197,30298","16647,43569","21631,64813","21775,7491","14117,43206","6518,512239","5626,485806","2423,436436","5971,39131","6847,513975","5542,879288","5532,415859","2522,138409","5045,491981"
P38221,"411227,3825","367026,3102","303078,3019","420546,2838","438268,9216","427876,3378","247175,2026","183947,9733","233568,0552","209312,9419","126567,8111","122119,2028","117107,7023","93318,10697","103942,0183"
P38235,"72089,40028","62598,68166","55674,49479","83352,84203","108276,3697","62203,13441","50615,34261","27621,11052","11461,96665","28779,59367","27294,03407","45653,80499","36639,66863","22033,8558","28944,25177"
P38237,"22629,11949","19694,08605","16597,22839","21379,90599","24090,11155","22660,76802","7845,72407","7665,909602","4589,687461","8009,078871","6416,256083","9366,775252","8567,27581","7357,378976","7906,209289"
P38260,"33927,45335","26852,48792","23037,78271","31190,63538","39752,63349","23473,37598","13210,57634","11093,0807","2555,720485","8100,52424","11785,97053","17337,05157","9883,688236","8813,180669","14115,44255"
P38323,"991,409301","1616,963828","852,845171","1852,557031","2456,235181","365,0658247","473,7490616","604,9404441","79,66909599","67,95960083","587,856945","682,1172684","3139,833415","985,2995329","527,636967"
P38328,"25994,6441","32975,33348","26978,5374","39549,95993","46106,65982","28135,5896","12999,86069","14199,3831","11883,8332","10012,28409","10216,47057","11824,817","8940,216691","6225,176716","7492,589976"
P38353,"40027,61997","18286,08937","19198,98932","40685,1958","44258,25458","35537,8292","36873,79486","16529,71841","8605,988409","22923,05453","20121,97992","45988,98758","63598,77833","32142,05599","46104,94456"
P38628,"12877,9106","9554,948571","5819,828034","11622,2479","16455,31132","10604,11361","2431,137152","2115,72876","1066,153956","2199,019916","604,5265733","1241,061945","2677,322577","2008,725245","1661,449991"
P38737,"58758,82212","76473,43953","63964,22625","68296,11271","86600,26443","62432,15318","23908,94033","26438,16242","25554,2493","23675,13002","19947,36974","25557,16459","18098,79152","16175,23469","16750,30887"
P38755,"3857,951552","4201,953797","3020,601488","7190,902523","5830,848564","6705,132975","10120,99802","2429,737847","1106,259608","3102,080617","1564,2837","9809,610089","10446,17064","4490,567787","8502,133912"
P38810,"26316,48056","23414,16218","18737,02389","30823,7366","35316,35833","22583,82307","8523,492033","9270,920172","10223,60712","8605,174544","8994,487212","9721,245278","10396,07107","6568,265806","7505,343723"
P38853,"5311,979467","3198,535011","3130,417736","4255,407089","3243,83235","6515,476016","484,6670385","480,7560094","525,9370085","550,5316437","418,0059701","853,4652488","482,1566169","404,0705817","242,9910347"
P39007,"3715,562146","3532,890974","2840,49995","4969,433774","8053,936473","2575,855935","3000,740937","1878,67048","1768,53026","1336,764627","1503,622395","933,3289771","330,5964528","705,3145667","84,81190711"
P39525,"3520,278136","3418,060819","1847,530855","4940,676102","5566,122676","3261,893142","2498,411803","1477,223771","672,6878312","2560,220806","2078,518877","3677,897122","16376,38436","4291,863364","5823,868656"
P39726,"169652,433","124885,6643","108972,8031","228663,5146","278552,6746","176478,7787","127442,4828","102283,8792","34615,05824","105920,9781","102437,1716","152006,84","135703,6935","84377,75279","101523,1234"
P39727,"22465,70694","20593,06652","14946,1657","22674,43811","26360,69504","20769,82717","5739,894609","5148,224179","3714,236691","4303,810497","3205,637198","4320,472306","3305,041615","3056,539334","3948,553383"
P39925,"55078,51678","47745,07819","38914,3667","53273,54427","55224,12925","56292,4286","24103,59974","18774,0991","19729,22641","23576,07699","13630,66264","18857,98563","19249,94854","14629,52431","20525,84908"
P39926,"64584,62974","63812,43771","51200,3767","66732,60905","77233,77121","42936,89695","31622,29164","22810,63363","14188,45575","21700,56421","20006,55125","25407,2496","14980,19055","12020,81287","18145,29198"
P39929,"84525,91167","79567,53013","63598,9114","90086,55298","101059,8275","87861,37216","28306,39408","23776,84323","14407,59039","20251,81937","13718,13689","20501,7752","15565,15998","13801,20548","19100,62611"
P39966,"38312,45911","32260,58063","26386,56848","41144,28607","47238,07946","36581,70321","15151,49827","10679,6085","11935,34841","12859,7663","8817,02566","13204,16882","14077,48797","11872,80804","15504,99563"
P39990,"100439,5945","83906,24234","77965,2853","99082,57311","120301,068","77363,45162","89161,78783","66764,57159","45433,80165","95152,06026","89220,39547","125742,5606","150903,3384","105352,6712","112556,7561"
P39994,"30789,45426","22565,13215","24341,78529","25207,70162","26771,14441","23961,33848","9183,509902","5438,529006","2889,034197","7066,175991","9069,902649","11803,54178","12310,706","4990,475443","7895,895742"
P40035,"54746,03029","61958,16641","47531,27027","65599,03923","75016,12208","54130,74914","30168,4221","26440,87252","20994,15121","22012,72941","19659,01591","24578,3727","22456,29187","18128,38915","31065,6231"
P40098,"22259,32894","17526,09257","12437,19829","23010,53428","28220,58384","18906,40462","9910,661185","6997,564937","3382,612192","6799,936956","6801,623598","13609,96381","18360,27482","9800,072283","14986,69477"
P40202,"15787,17481","15050,43788","11549,43141","15861,38916","23005,47204","15460,56477","7482,201958","6921,114504","3161,193426","5876,585315","3778,286","5491,000239","4981,971739","3960,432931","4494,766477"
P40462,"60614,60336","61328,68909","50749,95104","66731,46031","79539,61099","53451,23794","47677,76022","21649,35546","16725,88132","29123,82035","26418,15075","36114,21545","36756,44139","24246,34225","27575,29617"
P40477,"4141,404514","3410,082947","3545,720759","4307,057305","4285,534286","1321,139589","1192,487887","640,6975515","381,3986901","278,6239341","99,81816208","467,7675124","0,067316725","91,32233907","147,0784683"
P40502,"29020,6203","26506,0376","19023,56371","33294,04976","41776,88995","26582,90954","14274,96734","8779,875399","4463,585979","11236,227","8761,700381","10968,94799","8641,924435","6458,984983","6786,646599"
P40506,"40352,80195","39494,5341","33513,77031","53966,86172","73704,29666","41867,03249","17729,38529","10613,56246","11443,7315","10712,24033","9373,171855","15322,14446","11710,26322","10542,1742","15422,96516"
P40509,"31398,90447","23020,53697","25825,13054","36734,79258","48306,82761","26162,52825","26222,80083","11390,36044","1749,047224","10914,22527","13466,23102","20045,89147","14833,18569","8256,422733","12347,39723"
P40513,"269704,4936","251017,7125","227626,7501","332793,3829","380266,765","308171,5168","142574,666","114203,4252","83299,94968","118101,5199","92483,41498","119985,4744","119098,3884","93298,04335","110759,1104"
P40515,"103148,4255","93681,79791","97362,9416","129230,4213","140363,555","134382,7101","58481,99348","40310,61631","46605,18548","53490,68998","34559,02503","47578,96057","39645,46363","34250,27868","34548,84219"
P41057,"242150,8423","216007,3091","178758,6393","275334,7235","248285,0256","258906,3455","138496,1971","108634,0747","116764,0739","156781,5865","128448,2432","169213,7474","214215,9567","127954,1037","150912,7179"
P41816,"18743,36053","15573,04147","13053,7177","22693,54289","21132,5522","19763,01481","7980,146942","5329,835438","3662,450932","5300,107763","5673,822305","6443,686291","8581,681406","5782,820775","5372,037185"
P41921,"142007,5602","135623,8869","102398,5","153970,6299","153565,2621","136906,7379","126489,4346","81575,86449","73542,78173","124210,2428","118189,909","164391,1211","180504,9733","162751,694","131617,7734"
P42937,"10001,5952","11119,37455","9970,910539","13474,03771","12082,38127","10130,49482","8360,648503","6443,830047","6360,858621","15136,94584","13983,20222","18835,61825","43087,21091","16408,85702","31291,90177"
P43561,"8215,798155","10557,33558","7285,706703","10930,82606","7846,434814","14592,78533","5640,806144","3000,230161","1316,031062","2543,842083","2400,993227","2849,296771","5238,511948","1004,410979","4413,852704"
P43609,"7363,216693","10558,75412","7716,611083","10241,76682","16205,29208","9012,70042","2330,149858","3004,231543","4575,093305","21164,05844","20556,13832","27547,83074","44888,3504","28776,37574","34544,90345"
P45978,"73316,80776","56969,75272","50430,01355","69985,49179","86807,24301","57156,84959","17516,76116","13778,41228","12393,71771","12393,5773","9511,455394","15855,23093","9538,429433","12427,92584","10243,77457"
P46985,"10147,0069","11801,98235","8157,600218","12973,49241","14864,81769","12479,97765","4584,141159","3628,518375","3785,068735","3036,363165","1852,322409","2109,03388","4298,31772","1729,374046","1967,199307"
P46992,"30357,876","17237,94052","17902,34625","37148,23576","37850,15237","27856,5151","12040,39006","11439,99293","9097,887719","35800,5002","38268,23251","51371,15561","91883,78271","51023,95578","55099,17626"
P47039,"2926,307173","3657,054897","2586,755444","4071,264843","3730,468452","4091,371784","1841,742868","684,6012558","525,3731594","764,8250427","302,7019212","795,521624","1450,050051","562,1405069","980,0569805"
P47044,"15889,71617","6640,85574","4546,257647","11243,07297","11871,95939","10537,8027","13014,11309","2901,514293","1040,464214","6286,921027","4684,308562","10897,90434","17895,02709","5918,523492","16296,88464"
P47075,"12911,03747","13498,23757","8320,807139","17310,08942","22910,38422","16139,99409","8747,948091","7194,144402","4043,053337","9651,252988","10550,76398","13421,50362","11281,7781","8612,756961","10499,32913"
P47120,"58979,60516","44710,26115","39022,5845","52593,4038","54820,3988","47450,13008","23448,83513","14155,88039","17340,12321","21459,1867","16997,72042","20677,36273","25822,02576","19166,46472","29918,24078"
P47122,"28428,11304","20287,66309","19438,7039","30675,70929","36474,76293","31890,19079","10273,13291","9401,905386","6534,365124","11932,64485","9437,51027","12264,26667","18348,99219","12373,18818","15691,12238"
P47123,"2080,974737","62,92653533","3800,475904","6363,880896","8952,897068","2893,610933","2764,947927","4017,792649","529,4173412","7265,11805","5696,244418","8229,476665","4907,473132","3886,300946","7626,265846"
P47137,"31441,40985","25190,84946","19758,15381","35408,41981","37401,83103","33192,41931","21006,65066","15771,14145","9919,86023","22884,45281","18614,40665","28897,22432","32882,64386","21372,37405","25024,62005"
P47160,"23330,33513","19499,58592","15490,42586","22472,35865","26112,55479","24845,71667","9311,955503","7848,405927","5420,685027","6235,690024","5024,773017","5344,392049","4934,987096","4240,791285","5338,094022"
P48837,"19699,32903","18157,37589","13234,24629","18983,08185","19589,37671","17840,62291","6491,972911","4616,646412","4537,074869","6161,923289","4900,852432","6421,763367","4478,177099","3764,660314","5398,145795"
P49626,"189635,0531","193728,9073","159880,3336","232255,1252","230950,131","196464,2424","85563,27056","73842,54222","70553,42251","68921,89939","45235,56857","60170,49801","42399,6654","41931,9377","91229,35867"
P50087,"52716,04757","44741,06751","41825,56104","54451,08486","66711,90881","46705,10843","20185,6718","13024,55215","8030,898594","17491,97004","16974,49179","24369,12016","20554,54467","16630,6341","15092,74262"
P50095,"67914,25135","53896,99415","43863,16819","80524,13614","93880,98597","74600,01159","52620,21884","35877,34671","22136,57183","40925,15346","34156,41975","42133,96938","40503,35814","28493,50544","31907,23916"
P50108,"1508,057056","2720,643945","846,2544023","2420,657174","1276,427283","1765,553506","721,6943984","628,697931","1377,145352","480,7839962","227,5449029","249,363795","285,3541071","183,7888325","326,3985635"
P52892,"3281,473361","3307,576024","3194,10486","3165,971672","4550,327986","3211,942565","1350,941839","1030,089303","368,6382359","800,1386739","838,4768629","962,5063716","1044,970774","475,6671757","487,074231"
P53066,"40954,05992","41951,44078","35467,29014","46847,75001","59509,70393","31964,56988","10467,08807","6316,01869","6171,354429","8233,922124","4153,023397","6163,052929","2948,552618","1935,613071","2997,178069"
P53219,"7030,638279","5063,339424","2680,88802","6508,726334","5183,778716","5394,130657","4093,958649","2678,028696","1579,119193","2240,791623","1674,55785","3272,806258","3711,655903","1102,124516","1583,139039"
P53292,"29805,97193","27809,13376","21438,51056","31484,9502","31767,31589","29270,58618","8991,552682","8371,248493","8635,550731","8805,849517","6821,713536","8321,806597","6881,457029","7168,065076","7916,452097"
P53319,"18220,44057","17908,20604","13442,38151","19972,07864","20366,9253","16237,72507","10499,70907","5436,137765","3852,388282","5200,00642","4444,883451","5543,507575","3059,598611","3183,960326","3592,611346"
P53326,"25384,7322","23951,48284","18300,8402","28246,1563","29621,66763","24013,48386","16774,7942","9863,381779","8378,624326","14256,57971","12100,29448","17828,12392","15403,45022","13662,36955","12888,37089"
P53337,"92904,77632","83443,5205","76114,61855","102544,7575","107908,5364","96008,08536","43038,17929","36256,52699","32644,24088","41403,15323","31286,68536","43679,04945","30370,96365","36216,94143","41991,98606"
P53551,"35606,95608","30429,71821","23923,26792","40638,33691","52895,69429","31687,24672","20635,48815","13142,84537","14079,47683","15037,93792","6625,770537","10097,4693","7289,143848","6509,900903","8322,638985"
P53633,"84308,87365","48901,78854","53869,90163","84745,23467","86696,45046","51731,4391","36860,17312","30540,36755","23676,12348","28141,10972","24535,64531","34588,48695","30671,61461","25806,90278","23751,03476"
P53724,"13035,53397","10481,40615","8481,865772","11774,49383","12067,5919","11434,1866","5196,894149","5514,232026","4473,551169","8086,394639","5157,190785","6829,405189","10562,34533","7361,230368","8057,642112"
P53729,"40197,55083","34137,79693","29658,57114","48810,74833","57158,01476","35938,47244","33650,29629","26119,08572","4917,937927","30868,63444","29545,19908","43543,65046","50519,90785","24723,74857","36222,20339"
P53733,"50161,32231","47405,26462","45258,15887","65070,93169","79151,33287","49947,57604","27177,5422","23722,63558","13505,50146","21471,09636","20810,374","27212,2867","25041,21036","19459,74521","20481,73873"
P53834,"81477,30551","80259,46288","65781,76373","87040,22318","104508,249","100129,1113","53176,39428","33591,95034","44272,52386","33598,16486","18511,56407","26425,90492","21170,27059","17525,89064","24490,21257"
P81451,"133558,9489","132908,4836","112660,0357","157990,881","171852,1492","139710,71","82957,97138","61417,17001","58301,61348","58099,03525","38193,94114","50608,32117","42350,16071","35013,29773","70587,35344"
Q00362,"8064,88086","8255,461043","6445,839402","8278,038149","10936,15707","7154,345349","1912,058409","1585,475112","1161,976418","1537,011989","562,2058654","1038,618514","762,1316001","682,7646896","897,6018503"
Q01217,"4788,151928","3376,108744","1651,013988","4427,777476","4316,625546","3059,977705","2283,882102","935,1585603","467,494895","1240,249915","660,5063882","2142,58129","2078,146154","816,8344373","961,38822"
Q01476,"7337,545028","9926,617928","7603,513615","15569,91079","11949,67293","11267,06549","2363,83554","1446,401662","860,245277","1036,739533","1043,209139","2081,468125","3261,745782","1127,716878","1105,806286"
Q01560,"82961,18631","60397,84655","52072,70782","84964,4082","90742,3461","70331,54013","39137,78818","23577,168","9093,552931","29784,49977","30560,01232","38844,48842","40540,10825","26052,64956","30014,29102"
Q01590,"2332,679719","2013,733395","1997,242615","2735,546982","4056,836398","1895,428371","5225,147657","3052,029373","488,8164266","13424,34118","8751,78588","21858,66321","12741,76143","15149,89163","18886,95422"
Q01976,"16029,61478","3366,80011","3132,031241","10241,33928","10325,41618","9106,45605","16714,97861","3340,658416","709,2589722","10063,13373","8028,240018","22616,3676","35421,98083","11659,30403","23489,30538"
Q02784,"116795,7314","110399,0342","100848,039","129497,4189","149192,2718","111222,4392","63751,63091","34724,57995","25498,90914","34533,129","32992,25034","44479,01179","31587,2921","25735,64222","31393,75263"
Q02950,"15749,29477","14125,82875","9821,26652","15684,26396","16127,80946","14310,74686","4299,822659","3421,547217","2917,374988","4479,011067","2365,627864","3585,726132","4469,463412","3999,596556","2779,558847"
Q03327,"17447,8228","14102,81907","11793,54865","17435,87476","20297,93793","18405,1313","8259,417156","6138,517418","2726,300958","9097,921235","8889,869562","8396,362285","9850,173046","9069,97166","10013,36112"
Q03655,"13851,11429","9417,293915","7858,852932","13670,30505","16522,94058","9500,661185","5612,194819","4448,527846","3888,385421","6888,237951","6812,884665","8770,912217","6877,590691","4707,77211","7286,486822"
Q03799,"35459,77608","32823,72816","23418,55578","40129,25746","43057,74243","38538,49149","9887,201729","7597,719885","6027,556697","5792,694507","3908,637023","5080,551726","4098,719703","3500,182948","4430,781292"
Q03976,"50482,07389","43622,66902","36836,80957","54638,88456","55957,56379","48213,45356","22080,53119","16611,95294","11567,52246","19292,74475","13231,75343","16694,15085","13887,3155","11368,46864","11962,43471"
Q04175,"7599,454743","7434,979056","6575,255938","8627,495556","10172,54215","7185,052466","5859,469866","3247,780864","2147,957257","2603,652534","2154,833443","3567,443031","3528,854903","1759,620802","2799,958876"
Q04344,"6011,816362","82,41539764","216,17907","1278,422422","1785,389906","1441,962231","22897,85519","1499,572859","48,73246574","3396,879842","1768,632423","9587,175616","17286,33063","7499,257536","30496,57889"
Q04401,"29133,81395","23984,29839","20955,27317","28297,7037","29645,82232","23535,90547","17530,04094","8223,327793","4526,906084","6613,929678","4515,830643","10649,23039","9840,574281","6218,589033","11365,17936"
Q04935,"26533,18869","29388,87299","19050,01847","32367,31767","30274,82754","27120,67201","10467,67867","9112,119707","8113,469725","7560,34192","5056,951019","6340,444352","4893,85146","4552,246079","5333,592097"
Q05775,"146139,3554","134578,864","108519,4245","161127,0335","167864,4131","146018,3726","65204,42877","38393,75292","48061,67984","36825,02909","30270,34515","44053,5748","38083,43995","31189,67209","38247,0983"
Q05778,"134232,5333","134763,3931","114389,077","140521,7119","162277,2575","102244,6076","87840,12313","56081,09712","33480,59821","53361,85154","48670,1691","84432,4259","66629,06496","38708,12552","45244,63352"
Q05788,"44544,1325","54225,33157","32281,56373","48463,14691","42803,63169","48186,17268","14144,2164","9717,344579","7838,792956","9894,032674","7009,964861","11421,59393","10510,36398","7470,682994","9669,879997"
Q05933,"55317,25067","41488,01397","36829,83037","60577,37787","82109,54252","50583,58642","28127,29537","22688,07309","11073,85455","27490,78733","28066,69064","42475,56054","36307,94086","26239,15062","30080,28779"
Q06169,"6066,461278","490,8204244","2196,923786","8023,365322","14101,13281","3839,766046","2177,370557","1528,146056","360,6011078","863,7279027","1213,880935","2620,655425","1578,879486","655,2837959","821,0763631"
Q06336,"19612,83894","10852,62337","9530,02131","14903,07699","23871,61271","14856,35499","8549,640044","12534,59319","13614,24123","14290,89474","17315,91456","20031,734","24873,59834","13980,14593","17502,80593"
Q06405,"918107,0722","894581,5017","699243,8459","1040920,276","1052720,339","965595,6884","488927,2507","327056,7655","426838,781","431359,9227","291915,0151","306735,348","269821,8008","237941,081","293117,5043"
Q06440,"16262,76975","9904,835023","10139,83074","14093,34882","18962,77434","8941,0073","4492,875982","3723,794722","962,4449516","3384,8945","3671,063965","4693,781452","4633,911174","3161,328637","4646,827922"
Q06449,"15622,12157","12100,34889","12047,73758","14615,74708","19088,31777","12596,43423","7915,284244","3404,564202","4827,109773","5081,212757","2349,183537","5798,027976","3888,209382","2377,18226","4442,97204"
Q06608,"64452,96994","62663,68448","49668,33513","67032,69918","78804,47271","61245,06374","35196,09557","25531,18153","27073,77543","25764,61851","19047,60957","22172,73419","20335,36229","16941,61719","24896,91324"
Q06630,"58775,79734","51106,71869","41250,10428","62593,22828","75396,71449","63947,14413","16466,25449","15365,58856","9418,93085","16750,64503","12266,161","17147,8815","13760,71682","12517,48343","15240,65213"
Q06705,"18043,1878","16630,16033","11620,77584","18719,67374","21126,71143","15477,26832","7487,282726","4244,813874","4965,76852","5879,140738","3193,896402","3770,061492","2814,192481","3092,197743","3841,162519"
Q07451,"26380,15025","21904,63646","14849,89983","25172,68967","29127,63063","24599,28483","13424,14404","10248,29056","4760,398428","5914,317493","4772,442275","6833,822335","4844,6052","3180,289657","4933,466964"
Q07651,"17563,1859","10860,07179","9172,041899","16529,69801","23071,18018","15729,13899","16496,8888","7658,377356","3818,648125","7005,361405","6311,39243","11159,26377","9879,451582","6624,360492","8817,04585"
Q07688,"12669,83155","4371,365237","3868,056535","12152,02978","3006,628103","4217,15346","6394,040852","3130,745326","3352,674124","2312,579073","3293,871297","3118,208911","1839,955464","1596,206846","2787,065756"
Q08023,"3083,454894","3399,357026","3674,801324","6521,917026","5585,409685","4467,01056","1737,659001","1750,847816","1137,00589","1115,957203","1073,604763","844,1421226","621,4213681","550,8503875","1011,681206"
Q08225,"23372,70813","24596,8245","23915,09164","23170,3632","28548,03118","17656,38244","12820,9027","9101,98888","5146,9564","11924,63614","8281,037809","14313,56943","21468,38262","7799,466962","11379,13621"
Q08686,"12907,43424","9122,160456","6837,324258","11697,82576","14687,76224","13658,11558","9205,47932","7060,059443","15094,33025","4739,002602","5004,903346","15813,58788","20139,38497","7464,294344","14223,02363"
Q08926,"12248,48432","10625,72831","6866,180434","14375,19381","12878,07109","8730,648547","5348,481756","2593,827191","805,8981876","3593,694354","3326,285015","9287,512647","10773,27895","4208,287346","5688,070403"
Q08968,"21283,50828","32181,31532","26351,33264","19584,8578","31181,19707","17089,5466","3731,181252","3061,562108","3323,668632","2475,954623","2336,611949","5086,440865","2195,284474","2046,494069","3088,429194"
Q12018,"11230,34434","8999,861198","8587,845757","19128,96652","19955,38093","21503,71513","13388,90455","10090,29107","4525,47326","32488,57922","27843,58179","46066,38249","56985,44736","37182,04233","35533,83672"
Q12034,"9039,051366","8364,981543","7435,175818","11228,08756","11158,01569","9201,026749","4121,214742","2540,76511","1297,291153","1832,958246","1702,548569","1526,32378","672,1079843","1115,674631","1639,605443"
Q12123,"18558,46222","14284,3091","13168,33303","20432,5119","23122,4514","20184,59447","17865,12548","8136,860151","6847,311034","9420,95725","8999,861916","17412,93583","15629,7703","10107,94005","13209,68521"
Q12125,"17140,41382","17641,8449","13361,18907","19609,05624","22368,15098","14960,88921","6882,66879","3337,753083","3458,512377","2470,886167","2330,842174","3542,401864","2552,742881","2583,053796","1379,475282"
Q12156,"75962,27146","74843,61674","59157,62907","86675,96315","87597,33911","87282,05996","14436,2745","12509,87113","12335,84498","11214,33759","8373,478934","11636,18174","7815,909525","6696,687359","9065,44049"
Q12285,"59774,63423","83731,19539","72537,56124","80060,3546","100322,4521","61542,31688","35333,31628","31685,24474","16524,87813","30560,50929","27571,57109","39018,26065","40549,04342","22996,85966","27165,22875"
Q12289,"32769,56896","19590,29611","21976,97953","30290,00016","38595,1072","22784,60541","21765,12574","7262,218723","718,6669119","9432,942289","9494,80765","25902,38194","26387,18432","14077,85112","24994,0223"
Q12314,"19741,42874","17746,2932","14824,44366","20446,10226","25093,72965","16067,81391","14032,14077","8426,334959","4314,130443","7571,63864","7615,627304","14190,11897","8718,086242","5830,58855","8890,362287"
Q12329,"63266,02024","61170,27361","47601,31885","67431,77384","73242,99378","67352,72119","53640,1117","28698,78541","27210,30701","23752,25365","16365,21445","19634,16786","22039,47395","20426,74946","25938,96888"
Q12349,"611464,8739","630336,8139","454148,1538","732727,2887","825013,9333","748172,1714","329074,587","217720,2848","146662,8593","169215,8269","145566,3558","194189,043","186794,0682","146168,0507","154209,5912"
Q12408,"200887,7688","196284,0401","173055,0962","236367,5663","291319,7426","224081,3649","96804,81155","65982,15569","61867,54015","67527,77428","50023,201","76401,38245","59651,32929","55104,87673","65467,20932"
